year,state_orig,state_dest,sctg2,sctg2_description,value
2017,TN,PA,4,"Animal feed, eggs, honey, other products of animal origin",10.66
2012,TN,PA,5,"Meat, poultry, fish, seafood, and preparations",82.41
2017,TN,PA,5,"Meat, poultry, fish, seafood, and preparations",82.66
2012,TN,PA,6,Milled grain products and preparations and bakery products,380.33
2017,TN,PA,6,Milled grain products and preparations and bakery products,363.36
2012,TN,PA,7,Other prepared foodstuffs and preparations,600.65
2017,TN,PA,7,Other prepared foodstuffs and preparations,572.30
2012,TN,SC,1,Animals & fish (live),3.33
2017,TN,SC,1,Animals & fish (live),3.39
2012,TN,SC,2,Cereal grains and seed,0.04
2017,TN,SC,2,Cereal grains and seed,0.04
2012,TN,SC,3,"Agricultural products (excl. feed, grains, and forage)",49.70
2017,TN,SC,3,"Agricultural products (excl. feed, grains, and forage)",71.19
2012,TN,SC,4,"Animal feed, eggs, honey, other products of animal origin",1.50
2017,TN,SC,4,"Animal feed, eggs, honey, other products of animal origin",1.65
2012,TN,SC,5,"Meat, poultry, fish, seafood, and preparations",53.94
2017,TN,SC,5,"Meat, poultry, fish, seafood, and preparations",54.11
2012,TN,SC,6,Milled grain products and preparations and bakery products,155.62
2017,TN,SC,6,Milled grain products and preparations and bakery products,148.68
2012,TN,SC,7,Other prepared foodstuffs and preparations,132.67
2017,TN,SC,7,Other prepared foodstuffs and preparations,126.40
2012,TN,TX,1,Animals & fish (live),18.44
2017,TN,TX,1,Animals & fish (live),18.75
2012,TN,TX,3,"Agricultural products (excl. feed, grains, and forage)",10.11
2017,TN,TX,3,"Agricultural products (excl. feed, grains, and forage)",14.49
2012,TN,TX,4,"Animal feed, eggs, honey, other products of animal origin",111.35
2017,TN,TX,4,"Animal feed, eggs, honey, other products of animal origin",122.51
2012,TN,TX,5,"Meat, poultry, fish, seafood, and preparations",55.50
2017,TN,TX,5,"Meat, poultry, fish, seafood, and preparations",55.67
2012,TN,TX,6,Milled grain products and preparations and bakery products,166.35
2017,TN,TX,6,Milled grain products and preparations and bakery products,158.93
2012,TN,TX,7,Other prepared foodstuffs and preparations,662.36
2017,TN,TX,7,Other prepared foodstuffs and preparations,631.10
2012,TN,UT,5,"Meat, poultry, fish, seafood, and preparations",59.00
2017,TN,UT,5,"Meat, poultry, fish, seafood, and preparations",59.18
2012,TN,UT,6,Milled grain products and preparations and bakery products,0.18
2017,TN,UT,6,Milled grain products and preparations and bakery products,0.18
2012,TN,UT,7,Other prepared foodstuffs and preparations,52.23
2017,TN,UT,7,Other prepared foodstuffs and preparations,49.77
2012,TN,VA,1,Animals & fish (live),10.26
2017,TN,VA,1,Animals & fish (live),10.43
2012,TN,VA,2,Cereal grains and seed,2.21
2017,TN,VA,2,Cereal grains and seed,2.17
2012,TN,VA,3,"Agricultural products (excl. feed, grains, and forage)",137.89
2017,TN,VA,3,"Agricultural products (excl. feed, grains, and forage)",197.54
2012,TN,VA,4,"Animal feed, eggs, honey, other products of animal origin",8.81
2017,TN,VA,4,"Animal feed, eggs, honey, other products of animal origin",9.70
2012,TN,VA,5,"Meat, poultry, fish, seafood, and preparations",105.11
2017,TN,VA,5,"Meat, poultry, fish, seafood, and preparations",105.43
2012,TN,VA,6,Milled grain products and preparations and bakery products,67.81
2017,TN,VA,6,Milled grain products and preparations and bakery products,64.79
2012,TN,VA,7,Other prepared foodstuffs and preparations,224.05
2017,TN,VA,7,Other prepared foodstuffs and preparations,213.48
2012,TN,VT,4,"Animal feed, eggs, honey, other products of animal origin",9.48
2017,TN,VT,4,"Animal feed, eggs, honey, other products of animal origin",10.43
2012,TN,VT,6,Milled grain products and preparations and bakery products,32.00
2017,TN,VT,6,Milled grain products and preparations and bakery products,30.57
2012,TN,VT,7,Other prepared foodstuffs and preparations,6.33
2017,TN,VT,7,Other prepared foodstuffs and preparations,6.03
2012,TN,WA,4,"Animal feed, eggs, honey, other products of animal origin",0.36
2017,TN,WA,4,"Animal feed, eggs, honey, other products of animal origin",0.40
2012,TN,WA,5,"Meat, poultry, fish, seafood, and preparations",10.10
2017,TN,WA,5,"Meat, poultry, fish, seafood, and preparations",10.13
2012,TN,WA,7,Other prepared foodstuffs and preparations,43.14
2017,TN,WA,7,Other prepared foodstuffs and preparations,41.11
2012,TN,WI,3,"Agricultural products (excl. feed, grains, and forage)",67.71
2017,TN,WI,3,"Agricultural products (excl. feed, grains, and forage)",97.00
2012,TN,WI,4,"Animal feed, eggs, honey, other products of animal origin",0.31
2017,TN,WI,4,"Animal feed, eggs, honey, other products of animal origin",0.35
2012,TN,WI,5,"Meat, poultry, fish, seafood, and preparations",100.69
2017,TN,WI,5,"Meat, poultry, fish, seafood, and preparations",101.00
2012,TN,WI,6,Milled grain products and preparations and bakery products,11.43
2017,TN,WI,6,Milled grain products and preparations and bakery products,10.92
2012,TN,WI,7,Other prepared foodstuffs and preparations,40.71
2017,TN,WI,7,Other prepared foodstuffs and preparations,38.79
2012,TN,WV,1,Animals & fish (live),0.89
2017,TN,WV,1,Animals & fish (live),0.91
2012,TN,WV,3,"Agricultural products (excl. feed, grains, and forage)",0.00
2017,TN,WV,3,"Agricultural products (excl. feed, grains, and forage)",0.00
2012,TN,WV,4,"Animal feed, eggs, honey, other products of animal origin",1.35
2017,TN,WV,4,"Animal feed, eggs, honey, other products of animal origin",1.48
2012,TN,WV,6,Milled grain products and preparations and bakery products,56.06
2017,TN,WV,6,Milled grain products and preparations and bakery products,53.56
2012,TN,WV,7,Other prepared foodstuffs and preparations,10.00
2017,TN,WV,7,Other prepared foodstuffs and preparations,9.53
2012,TN,WY,3,"Agricultural products (excl. feed, grains, and forage)",0.01
2017,TN,WY,3,"Agricultural products (excl. feed, grains, and forage)",0.01
2012,TN,WY,7,Other prepared foodstuffs and preparations,1.14
2017,TN,WY,7,Other prepared foodstuffs and preparations,1.08
2012,TX,AL,2,Cereal grains and seed,0.12
2017,TX,AL,2,Cereal grains and seed,0.14
2012,TX,AL,3,"Agricultural products (excl. feed, grains, and forage)",14.02
2017,TX,AL,3,"Agricultural products (excl. feed, grains, and forage)",17.55
2012,TX,AL,4,"Animal feed, eggs, honey, other products of animal origin",144.76
2017,TX,AL,4,"Animal feed, eggs, honey, other products of animal origin",159.28
2012,TX,AL,5,"Meat, poultry, fish, seafood, and preparations",107.08
2017,TX,AL,5,"Meat, poultry, fish, seafood, and preparations",116.95
2012,TX,AL,6,Milled grain products and preparations and bakery products,55.02
2017,TX,AL,6,Milled grain products and preparations and bakery products,57.23
2012,TX,AL,7,Other prepared foodstuffs and preparations,70.62
2017,TX,AL,7,Other prepared foodstuffs and preparations,73.26
2012,TX,AR,1,Animals & fish (live),61.35
2017,TX,AR,1,Animals & fish (live),60.43
2012,TX,AR,2,Cereal grains and seed,10.40
2017,TX,AR,2,Cereal grains and seed,12.00
2012,TX,AR,3,"Agricultural products (excl. feed, grains, and forage)",25.89
2017,TX,AR,3,"Agricultural products (excl. feed, grains, and forage)",32.41
2012,TX,AR,4,"Animal feed, eggs, honey, other products of animal origin",252.68
2017,TX,AR,4,"Animal feed, eggs, honey, other products of animal origin",278.02
2012,TX,AR,5,"Meat, poultry, fish, seafood, and preparations",216.00
2017,TX,AR,5,"Meat, poultry, fish, seafood, and preparations",235.90
2012,TX,AR,6,Milled grain products and preparations and bakery products,410.12
2017,TX,AR,6,Milled grain products and preparations and bakery products,426.61
2012,TX,AR,7,Other prepared foodstuffs and preparations,241.05
2017,TX,AR,7,Other prepared foodstuffs and preparations,250.06
2012,TX,AZ,1,Animals & fish (live),0.86
2017,TX,AZ,1,Animals & fish (live),0.85
2012,TX,AZ,2,Cereal grains and seed,3.09
2017,TX,AZ,2,Cereal grains and seed,3.57
2012,TX,AZ,3,"Agricultural products (excl. feed, grains, and forage)",85.25
2017,TX,AZ,3,"Agricultural products (excl. feed, grains, and forage)",106.72
2012,TX,AZ,4,"Animal feed, eggs, honey, other products of animal origin",6.44
2017,TX,AZ,4,"Animal feed, eggs, honey, other products of animal origin",7.08
2012,TX,AZ,5,"Meat, poultry, fish, seafood, and preparations",394.96
2017,TX,AZ,5,"Meat, poultry, fish, seafood, and preparations",431.34
2012,TX,AZ,6,Milled grain products and preparations and bakery products,26.56
2017,TX,AZ,6,Milled grain products and preparations and bakery products,27.63
2012,TX,AZ,7,Other prepared foodstuffs and preparations,404.72
2017,TX,AZ,7,Other prepared foodstuffs and preparations,419.85
2012,TX,CA,2,Cereal grains and seed,5.33
2017,TX,CA,2,Cereal grains and seed,6.14
2012,TX,CA,3,"Agricultural products (excl. feed, grains, and forage)",151.73
2017,TX,CA,3,"Agricultural products (excl. feed, grains, and forage)",189.94
2012,TX,CA,4,"Animal feed, eggs, honey, other products of animal origin",19.99
2017,TX,CA,4,"Animal feed, eggs, honey, other products of animal origin",21.99
2012,TX,CA,5,"Meat, poultry, fish, seafood, and preparations",2011.72
2017,TX,CA,5,"Meat, poultry, fish, seafood, and preparations",2197.03
2012,TX,CA,6,Milled grain products and preparations and bakery products,191.57
2017,TX,CA,6,Milled grain products and preparations and bakery products,199.27
2012,TX,CA,7,Other prepared foodstuffs and preparations,631.08
2017,TX,CA,7,Other prepared foodstuffs and preparations,654.67
2012,TX,CO,2,Cereal grains and seed,1.98
2017,TX,CO,2,Cereal grains and seed,2.28
2012,TX,CO,3,"Agricultural products (excl. feed, grains, and forage)",20.45
2017,TX,CO,3,"Agricultural products (excl. feed, grains, and forage)",25.60
2012,TX,CO,4,"Animal feed, eggs, honey, other products of animal origin",4.24
2017,TX,CO,4,"Animal feed, eggs, honey, other products of animal origin",4.66
2012,TX,CO,5,"Meat, poultry, fish, seafood, and preparations",116.23
2017,TX,CO,5,"Meat, poultry, fish, seafood, and preparations",126.94
2012,TX,CO,6,Milled grain products and preparations and bakery products,422.35
2017,TX,CO,6,Milled grain products and preparations and bakery products,439.33
2012,TX,CO,7,Other prepared foodstuffs and preparations,267.57
2017,TX,CO,7,Other prepared foodstuffs and preparations,277.58
2012,TX,CT,3,"Agricultural products (excl. feed, grains, and forage)",1.49
2017,TX,CT,3,"Agricultural products (excl. feed, grains, and forage)",1.86
2012,TX,CT,4,"Animal feed, eggs, honey, other products of animal origin",1.90
2017,TX,CT,4,"Animal feed, eggs, honey, other products of animal origin",2.09
2012,TX,CT,5,"Meat, poultry, fish, seafood, and preparations",75.00
2017,TX,CT,5,"Meat, poultry, fish, seafood, and preparations",81.91
2012,TX,CT,6,Milled grain products and preparations and bakery products,5.22
2017,TX,CT,6,Milled grain products and preparations and bakery products,5.43
2012,TX,CT,7,Other prepared foodstuffs and preparations,17.41
2017,TX,CT,7,Other prepared foodstuffs and preparations,18.06
2012,TX,DC,3,"Agricultural products (excl. feed, grains, and forage)",0.01
2017,TX,DC,3,"Agricultural products (excl. feed, grains, and forage)",0.01
2012,TX,DC,5,"Meat, poultry, fish, seafood, and preparations",0.04
2017,TX,DC,5,"Meat, poultry, fish, seafood, and preparations",0.04
2012,TX,DC,6,Milled grain products and preparations and bakery products,0.01
2017,TX,DC,6,Milled grain products and preparations and bakery products,0.01
2012,TX,DC,7,Other prepared foodstuffs and preparations,0.22
2017,TX,DC,7,Other prepared foodstuffs and preparations,0.23
2012,TX,DE,4,"Animal feed, eggs, honey, other products of animal origin",1.92
2017,TX,DE,4,"Animal feed, eggs, honey, other products of animal origin",2.12
2012,TX,DE,6,Milled grain products and preparations and bakery products,0.15
2017,TX,DE,6,Milled grain products and preparations and bakery products,0.15
2012,TX,DE,7,Other prepared foodstuffs and preparations,0.98
2017,TX,DE,7,Other prepared foodstuffs and preparations,1.01
2012,TX,FL,2,Cereal grains and seed,40.53
2017,TX,FL,2,Cereal grains and seed,46.74
2012,TX,FL,3,"Agricultural products (excl. feed, grains, and forage)",97.80
2017,TX,FL,3,"Agricultural products (excl. feed, grains, and forage)",122.43
2012,TX,FL,5,"Meat, poultry, fish, seafood, and preparations",855.64
2017,TX,FL,5,"Meat, poultry, fish, seafood, and preparations",934.45
2012,TX,FL,6,Milled grain products and preparations and bakery products,213.85
2017,TX,FL,6,Milled grain products and preparations and bakery products,222.45
2012,TX,FL,7,Other prepared foodstuffs and preparations,145.00
2017,TX,FL,7,Other prepared foodstuffs and preparations,150.42
2012,TX,GA,2,Cereal grains and seed,4.89
2017,TX,GA,2,Cereal grains and seed,5.64
2012,TX,GA,3,"Agricultural products (excl. feed, grains, and forage)",28.61
2017,TX,GA,3,"Agricultural products (excl. feed, grains, and forage)",35.82
2012,TX,GA,4,"Animal feed, eggs, honey, other products of animal origin",34.48
2017,TX,GA,4,"Animal feed, eggs, honey, other products of animal origin",37.94
2012,TX,GA,5,"Meat, poultry, fish, seafood, and preparations",900.46
2017,TX,GA,5,"Meat, poultry, fish, seafood, and preparations",983.41
2012,TX,GA,6,Milled grain products and preparations and bakery products,169.21
2017,TX,GA,6,Milled grain products and preparations and bakery products,176.01
2012,TX,GA,7,Other prepared foodstuffs and preparations,486.52
2017,TX,GA,7,Other prepared foodstuffs and preparations,504.71
2012,TX,IA,2,Cereal grains and seed,17.56
2017,TX,IA,2,Cereal grains and seed,20.25
2012,TX,IA,3,"Agricultural products (excl. feed, grains, and forage)",32.14
2017,TX,IA,3,"Agricultural products (excl. feed, grains, and forage)",40.23
2012,TX,IA,4,"Animal feed, eggs, honey, other products of animal origin",54.51
2017,TX,IA,4,"Animal feed, eggs, honey, other products of animal origin",59.98
2012,TX,IA,5,"Meat, poultry, fish, seafood, and preparations",22.37
2017,TX,IA,5,"Meat, poultry, fish, seafood, and preparations",24.43
2012,TX,IA,6,Milled grain products and preparations and bakery products,21.62
2017,TX,IA,6,Milled grain products and preparations and bakery products,22.48
2012,TX,IA,7,Other prepared foodstuffs and preparations,105.01
2017,TX,IA,7,Other prepared foodstuffs and preparations,108.93
2012,TX,ID,3,"Agricultural products (excl. feed, grains, and forage)",0.40
2017,TX,ID,3,"Agricultural products (excl. feed, grains, and forage)",0.50
2012,TX,ID,4,"Animal feed, eggs, honey, other products of animal origin",28.65
2017,TX,ID,4,"Animal feed, eggs, honey, other products of animal origin",31.52
2012,TX,ID,5,"Meat, poultry, fish, seafood, and preparations",42.60
2017,TX,ID,5,"Meat, poultry, fish, seafood, and preparations",46.52
2012,TX,ID,7,Other prepared foodstuffs and preparations,11.31
2017,TX,ID,7,Other prepared foodstuffs and preparations,11.73
2012,TX,IL,2,Cereal grains and seed,13.65
2017,TX,IL,2,Cereal grains and seed,15.74
2012,TX,IL,3,"Agricultural products (excl. feed, grains, and forage)",436.00
2017,TX,IL,3,"Agricultural products (excl. feed, grains, and forage)",545.81
2012,TX,IL,4,"Animal feed, eggs, honey, other products of animal origin",24.10
2017,TX,IL,4,"Animal feed, eggs, honey, other products of animal origin",26.51
2012,TX,IL,5,"Meat, poultry, fish, seafood, and preparations",396.33
2017,TX,IL,5,"Meat, poultry, fish, seafood, and preparations",432.84
2012,TX,IL,6,Milled grain products and preparations and bakery products,76.27
2017,TX,IL,6,Milled grain products and preparations and bakery products,79.33
2012,TX,IL,7,Other prepared foodstuffs and preparations,271.56
2017,TX,IL,7,Other prepared foodstuffs and preparations,281.71
2012,TX,IN,3,"Agricultural products (excl. feed, grains, and forage)",8.75
2017,TX,IN,3,"Agricultural products (excl. feed, grains, and forage)",10.95
2012,TX,IN,5,"Meat, poultry, fish, seafood, and preparations",129.11
2017,TX,IN,5,"Meat, poultry, fish, seafood, and preparations",141.01
2012,TX,IN,6,Milled grain products and preparations and bakery products,52.47
2017,TX,IN,6,Milled grain products and preparations and bakery products,54.57
2012,TX,IN,7,Other prepared foodstuffs and preparations,45.97
2017,TX,IN,7,Other prepared foodstuffs and preparations,47.69
